Student ID,AssignmentOneAverage,AssignmentOneAttempt,AssignmentTwoAverage,AssignmentTwoAttempt,AssignmentThreeAverage,AssignmentThreeAttempt,Gender,Course,Rating
9283,0,0,0,0,60,2,0,Embedded Hardware and Operating Systems(Coursera),6
3064,70,8,80,8,60,8,1,Operating System(Youtube -GateSmasher),7
12611,40,3,70,8,50,5,0,Operating System(Udemy),7
21112,0,0,60,6,40,7,1,Operating Systems and You: Becoming a Power User(Coursera),6
18625,60,3,50,5,0,0,0,Operating Systems from scratch - Part 1(Udemy),5
18848,60,3,0,0,60,2,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
10677,80,3,70,2,60,4,0,Computer Hardware and Operating Systems(EDX),6
11777,80,5,0,0,60,8,0,Embedded Hardware and Operating Systems(Coursera),8
10521,0,0,70,7,50,5,0,Understanding Computer Systems(FutureLearn),7
9490,0,0,0,0,60,1,1,Operating Systems from scratch - Part 1(Udemy),6
20247,60,3,70,2,50,9,0,Computer Hardware and Operating Systems(EDX),4
17755,80,8,60,7,70,8,0,Operating Systems from scratch - Part 1(Udemy),7
5756,50,5,70,8,40,4,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
4074,90,5,70,6,50,6,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
16023,70,3,70,2,40,4,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
5653,60,8,80,9,70,5,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
16528,70,8,70,4,50,5,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),8
20693,0,8,80,7,50,7,0,Real Time Operating System(SWAYAM),8
4058,70,3,80,1,70,9,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
17302,80,3,30,5,70,9,1,Using Python to Interact with the Operating System(Coursera),3
13201,0,0,0,0,60,4,0,Embedded and Real Time Operating Systems(Youtube),6
13857,60,8,70,3,60,7,0,Getting Started with Junos Operating System(Coursera),6
16187,90,8,70,9,50,7,0,Computer Hardware and Operating Systems(EDX),7
7132,70,5,30,7,50,9,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
16775,90,3,80,4,40,7,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),8
5889,80,8,50,7,70,4,0,Introduction to Operating Systems(Swayam),6
3383,70,3,70,2,50,9,0,Operating System(Youtube -GateSmasher),7
20719,70,8,60,9,70,5,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
15226,60,5,40,5,70,6,1,Introduction to Operating Systems(Udacity),6
19331,80,8,80,6,40,9,0,Operating Systems(SWAYAM),7
17468,60,3,70,1,50,4,1,Operating Systems from scratch - Part 2(Udemy),7
16613,80,3,0,0,40,1,0,Operating System(Udemy),6
4813,0,0,80,6,60,8,0,Operating Running Systems(PluraSight),6
2529,40,3,80,8,80,2,0,Embedded and Real Time Operating Systems(Youtube),5
20134,70,8,70,8,70,1,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
6672,60,8,70,9,60,6,1,Introduction to Operating Systems(Swayam),6
13703,70,3,70,2,40,2,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),5
20564,50,3,70,9,70,5,1,Embedded Hardware and Operating Systems(Coursera),7
12838,70,3,70,1,70,3,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
2909,80,5,0,0,60,9,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
5742,80,3,80,6,50,9,1,Operating Systems and You: Becoming a Power User(Coursera),5
11834,80,3,60,1,60,9,1,Introduction to Operating Systems(Swayam),7
19445,60,3,80,2,50,3,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
10576,0,0,70,6,60,4,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
15166,0,0,70,9,70,3,1,Operating Running Systems(PluraSight),5
14164,90,8,0,0,40,6,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
482,60,3,80,3,0,0,1,Using Python to Interact with the Operating System(Coursera),7
9967,80,8,70,7,60,8,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
20503,90,3,90,8,40,9,0,Operating Systems and You: Becoming a Power User(Coursera),7
3631,70,3,70,3,70,8,0,Embedded and Real Time Operating Systems(Youtube),6
13700,80,3,0,0,50,8,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
19609,0,0,60,3,50,4,0,Computer Hardware and Operating Systems(EDX),8
16,60,8,80,3,60,1,1,Real Time Operating System(SWAYAM),6
374,70,8,60,5,0,0,1,Operating Azure Stack Hub(PLuralSight),7
7843,70,5,70,6,60,6,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
3595,80,5,60,6,60,9,0,Operating Running Systems(PluraSight),6
14875,70,8,70,5,60,4,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
18361,60,5,70,7,60,6,0,Advanced Operating Systems(Udacity),6
16010,60,3,60,1,70,4,1,Introduction to Operating Systems(Swayam),5
10128,0,0,70,6,60,3,1,Operating Systems from scratch - Part 1(Udemy),7
15368,40,8,90,1,70,6,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
2047,0,0,70,9,70,5,0,Operating Systems(SWAYAM),7
8341,0,0,0,0,60,4,0,Using Python to Interact with the Operating System(Coursera),6
20060,60,3,80,2,60,6,1,Linux Operating System Fundamentals(Udemy),7
18557,60,3,0,0,50,1,0,Operating Azure Stack Hub(PLuralSight),6
15976,50,3,0,0,50,4,1,Operating Azure Stack Hub(PLuralSight),4
15107,60,8,0,0,80,7,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
15827,70,8,70,5,60,2,0,Cybersecurity Roles and Operating System Security(EDX),7
18874,70,5,0,0,70,3,1,Getting Started with Junos Operating System(Coursera),6
11444,70,3,90,9,30,7,1,Using Python to Interact with the Operating System(Coursera),6
18389,0,0,70,7,50,9,0,Embedded Hardware and Operating Systems(Coursera),3
10274,70,5,0,0,0,0,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
4001,40,5,0,0,80,8,0,Operating Running Systems(PluraSight),8
10168,70,5,80,2,50,7,1,Using Python to Interact with the Operating System(Coursera),5
13932,80,5,80,5,50,9,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
14641,60,5,80,9,50,2,0,Operating System(Udemy),7
7883,80,3,80,2,50,4,0,Getting Started with Junos Operating System(Coursera),6
5254,70,5,0,0,50,3,1,Computer Hardware and Operating Systems(EDX),7
16498,60,5,60,3,0,0,1,Operating Azure Stack Hub(PLuralSight),6
2902,0,0,0,0,60,6,1,Introduction to Operating Systems(Swayam),6
12974,80,3,0,0,40,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),5
11059,60,5,80,3,0,0,0,Operating Systems from scratch - Part 2(Udemy),4
1902,70,5,0,0,60,7,1,Operating Systems(SWAYAM),6
18992,40,8,80,3,0,0,1,Operating Azure Stack Hub(PLuralSight),7
17168,80,8,60,2,50,7,1,Operating Systems and You: Becoming a Power User(Coursera),6
15193,60,5,80,6,0,0,0,Operating Azure Stack Hub(PLuralSight),7
13235,80,5,0,0,50,8,0,Operating Systems Concept and Design Principles for Beginner(Udemy),8
18684,60,8,0,0,60,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
11657,90,5,0,0,40,9,0,Operating Running Systems(PluraSight),7
2488,70,3,0,0,50,7,1,Understanding Computer Systems(FutureLearn),7
12050,80,3,70,7,60,4,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
2319,0,0,70,4,70,8,0,Operating Running Systems(PluraSight),7
13801,80,5,70,6,50,9,0,Operating Azure Stack Hub(PLuralSight),6
8940,80,8,70,5,40,5,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
21250,0,0,90,7,40,7,1,Cybersecurity Roles and Operating System Security(EDX),6
17414,90,3,80,2,50,6,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
16095,90,8,70,7,0,4,0,Operating Systems and You: Becoming a Power User(Coursera),7
368,60,3,80,1,50,8,1,Hello (Real) World with ROS – Robot Operating System(EDX),8
13332,80,8,80,1,0,5,1,Linux Operating System Fundamentals(Udemy),6
13261,90,5,70,9,40,8,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
4044,70,3,0,0,70,2,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
8922,0,0,80,2,50,1,1,Operating System(Youtube -GateSmasher),5
17303,60,8,70,6,60,7,0,Operating System(Youtube -GateSmasher),5
16310,0,0,80,7,60,6,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
16440,60,8,70,6,70,8,1,Operating Azure Stack Hub(PLuralSight),6
3087,70,8,80,2,40,3,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
9889,0,0,70,3,40,4,0,Operating Systems and You: Becoming a Power User(Coursera),6
19515,50,5,40,3,50,1,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
15682,0,0,0,0,70,1,1,Cybersecurity Roles and Operating System Security(EDX),9
7186,80,5,80,3,50,8,1,Understanding Computer Systems(FutureLearn),7
16756,70,8,80,2,60,9,1,Understanding Computer Systems(FutureLearn),6
16636,0,0,0,0,60,9,1,Operating System(Youtube -GateSmasher),7
14760,60,8,0,0,40,8,1,Operating Running Systems(PluraSight),6
13772,0,0,80,8,60,9,1,Operating Azure Stack Hub(PLuralSight),6
14042,80,3,70,2,50,9,1,Embedded and Real Time Operating Systems(Youtube),7
13528,70,5,0,0,60,3,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
8014,60,5,60,5,50,6,1,Operating Systems from scratch - Part 2(Udemy),6
18062,70,8,70,7,50,7,1,Getting Started with Junos Operating System(Coursera),7
13052,80,3,0,0,60,9,1,Introduction to Operating Systems(Swayam),6
6836,70,3,70,3,60,3,1,Linux Operating System Fundamentals(Udemy),7
10380,0,0,70,2,70,1,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
15221,70,8,70,4,40,5,0,Operating System(Udemy),6
7174,0,0,80,6,50,4,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
10319,50,5,0,0,70,8,0,Getting Started with Junos Operating System(Coursera),8
16809,40,8,80,8,60,2,0,Using Python to Interact with the Operating System(Coursera),7
20278,0,0,70,7,70,7,1,Operating Systems from scratch - Part 1(Udemy),6
13409,70,3,70,5,70,9,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
7031,60,8,70,8,70,2,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
20059,60,8,80,8,60,5,0,Hello (Real) World with ROS – Robot Operating System(EDX),6
16029,0,0,60,5,30,2,0,Linux Operating System Fundamentals(Udemy),8
15187,0,0,0,1,50,6,0,Hello (Real) World with ROS – Robot Operating System(EDX),6
2378,70,3,90,2,60,9,1,Operating Systems and You: Becoming a Power User(Coursera),7
13436,50,3,80,1,80,5,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
1676,0,0,80,1,50,3,1,Understanding Computer Systems(FutureLearn),7
446,70,5,50,7,40,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
16973,0,0,90,8,30,7,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),4
14981,0,0,80,5,50,6,0,Operating Systems(SWAYAM),6
17205,60,8,80,5,60,3,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),3
15311,80,3,70,2,60,7,0,Operating Running Systems(PluraSight),7
19792,0,0,80,7,40,7,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
6364,60,8,0,0,0,0,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
3764,60,5,70,5,60,7,1,Understanding Computer Systems(FutureLearn),7
4267,90,5,80,7,40,6,0,Advanced Operating Systems(Udacity),7
9183,10,3,80,7,50,4,0,Operating System(Youtube -GateSmasher),5
8292,70,5,70,7,0,0,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
7401,0,0,80,1,50,4,0,Embedded and Real Time Operating Systems(Youtube),8
19879,0,0,30,6,80,8,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),8
8194,60,8,60,8,70,9,1,Real Time Operating System(SWAYAM),8
5845,70,3,60,2,70,8,0,Real Time Operating System(SWAYAM),7
5029,0,0,80,3,60,4,0,Become a Master of Operating Systems at comfort of your Home (Udemy),8
12579,60,8,80,2,30,5,0,Cybersecurity Roles and Operating System Security(EDX),6
14053,0,0,80,5,60,6,0,Operating Systems(SWAYAM),3
195,90,8,80,5,0,3,0,Linux Operating System Fundamentals(Udemy),7
18076,60,8,0,0,60,9,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),8
6509,60,8,80,2,70,1,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
17241,60,3,70,5,50,2,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
5918,0,0,70,7,70,7,1,Introduction to Operating Systems(Swayam),7
21092,0,0,0,0,50,7,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),0
11379,80,5,0,0,60,9,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
2266,0,0,80,1,60,4,1,Advanced Operating Systems(Udacity),7
5572,60,5,80,9,60,5,1,Advanced Operating Systems(Udacity),6
2555,80,3,50,4,40,4,0,Embedded Hardware and Operating Systems(Coursera),8
4541,70,3,90,2,40,2,0,Operating Systems(SWAYAM),7
13035,0,0,70,4,0,0,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
16774,60,3,60,3,0,0,1,Become a Master of Operating Systems at comfort of your Home (Udemy),5
13665,70,8,60,7,70,4,0,Embedded and Real Time Operating Systems(Youtube),7
18383,0,0,90,5,50,6,0,Operating Azure Stack Hub(PLuralSight),6
8701,0,0,80,6,60,8,0,Introduction to Operating Systems(Udacity),8
11210,50,3,80,3,50,3,1,Real Time Operating System(SWAYAM),7
2834,80,3,80,2,40,6,1,Linux Operating System Fundamentals(Udemy),6
11786,0,0,70,5,50,3,1,Become a Master of Operating Systems at comfort of your Home (Udemy),5
13840,0,8,60,2,80,9,1,Operating Systems from scratch - Part 1(Udemy),6
11006,60,3,60,1,60,5,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
18650,90,3,60,9,70,2,1,Embedded Hardware and Operating Systems(Coursera),6
20599,70,3,70,1,60,3,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
4626,60,8,80,4,60,2,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),3
9341,80,3,70,2,60,4,0,Embedded Hardware and Operating Systems(Coursera),8
14668,80,3,70,4,60,6,1,Understanding Computer Systems(FutureLearn),6
19572,80,8,70,6,40,4,1,Operating Azure Stack Hub(PLuralSight),6
17240,60,5,90,2,60,2,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),5
6261,60,8,80,2,50,5,0,Operating Azure Stack Hub(PLuralSight),7
21241,0,0,70,2,50,8,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
18049,50,5,80,6,30,6,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
1526,70,5,0,0,0,0,1,Using Python to Interact with the Operating System(Coursera),7
15730,80,3,80,1,50,5,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
4501,60,5,70,6,0,0,0,Embedded and Real Time Operating Systems(Youtube),7
18942,90,3,60,8,0,0,1,Computer Hardware and Operating Systems(EDX),5
1734,50,3,80,2,70,3,1,Understanding Computer Systems(FutureLearn),8
9704,60,8,0,0,50,5,1,Using Python to Interact with the Operating System(Coursera),8
6555,0,0,50,4,60,6,0,Introduction to Operating Systems(Udacity),7
18475,80,3,70,8,60,4,0,Introduction to Operating Systems(Swayam),7
5956,70,8,60,3,70,7,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
2524,50,8,0,0,60,9,1,Introduction to Operating Systems(Udacity),6
4452,40,5,0,0,60,6,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
11970,70,8,80,6,40,8,1,Cybersecurity Roles and Operating System Security(EDX),5
10446,70,5,70,1,30,9,1,Embedded and Real Time Operating Systems(Youtube),6
5888,0,0,0,0,50,9,1,Introduction to Operating Systems(Udacity),6
7385,80,3,60,2,50,2,0,Operating System(Youtube -GateSmasher),7
11909,60,3,70,2,70,7,0,Operating System(Youtube -GateSmasher),6
21223,70,8,90,4,50,9,0,Getting Started with Junos Operating System(Coursera),6
19360,70,5,0,0,50,3,1,Operating Systems(SWAYAM),7
10475,0,5,90,5,80,1,0,Embedded and Real Time Operating Systems(Youtube),6
13778,60,3,60,1,60,9,1,Embedded Hardware and Operating Systems(Coursera),6
17095,60,5,0,0,60,7,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),5
10376,50,3,60,1,60,9,1,Understanding Computer Systems(FutureLearn),6
3306,70,8,70,3,50,9,1,Operating Systems and You: Becoming a Power User(Coursera),5
14558,40,3,80,6,70,7,1,Operating Systems and You: Becoming a Power User(Coursera),7
3568,0,3,60,7,70,7,1,Introduction to Operating Systems(Udacity),6
17367,0,0,80,1,40,1,0,Operating System(Udemy),6
14913,90,8,90,6,0,6,0,Operating Systems from scratch - Part 1(Udemy),6
7220,80,3,0,0,60,9,1,Operating Running Systems(PluraSight),6
10085,40,8,80,6,70,1,0,Cybersecurity Roles and Operating System Security(EDX),7
14295,90,5,0,0,20,9,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
15929,90,8,90,6,40,9,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
11842,90,3,80,1,50,5,1,Operating Systems from scratch - Part 2(Udemy),6
655,0,0,50,3,70,4,0,Operating Systems(SWAYAM),6
20534,0,0,70,5,60,3,1,Introduction to Operating Systems(Swayam),5
20494,40,8,70,9,60,8,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
11843,60,8,0,0,60,5,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
2950,0,0,80,5,50,8,1,Linux Operating System Fundamentals(Udemy),7
15491,0,0,50,4,60,2,0,Computer Hardware and Operating Systems(EDX),7
8363,70,5,70,2,40,5,0,Operating Systems Concept and Design Principles for Beginner(Udemy),8
17350,0,0,60,8,30,9,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
16047,40,5,70,2,70,6,0,Operating Systems from scratch - Part 2(Udemy),8
2301,0,0,90,1,40,1,0,Operating Systems from scratch - Part 2(Udemy),6
4712,70,3,0,0,60,1,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),4
13679,70,3,0,0,50,2,0,Hello (Real) World with ROS – Robot Operating System(EDX),8
4927,80,5,80,6,50,6,0,Operating Azure Stack Hub(PLuralSight),6
14331,0,0,60,4,50,6,0,Computer Hardware and Operating Systems(EDX),7
1181,70,5,70,1,60,1,0,Linux Operating System Fundamentals(Udemy),7
20266,0,0,80,8,30,9,1,Getting Started with Junos Operating System(Coursera),6
13462,0,0,60,8,80,9,1,Embedded and Real Time Operating Systems(Youtube),6
20975,80,8,0,0,40,3,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
3612,60,8,80,1,80,5,1,Real Time Operating System(SWAYAM),5
15240,0,0,70,2,70,1,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),5
14359,70,5,60,4,50,9,0,Advanced Operating Systems(Udacity),7
9078,0,0,70,2,0,0,1,Introduction to Operating Systems(Udacity),3
11865,80,5,0,0,60,9,0,Advanced Operating Systems(Udacity),7
13244,0,0,80,5,0,3,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
487,90,5,60,3,60,6,0,Understanding Computer Systems(FutureLearn),6
19303,0,0,60,6,60,8,0,Using Python to Interact with the Operating System(Coursera),7
6842,60,8,80,3,0,0,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
14060,80,3,60,3,50,3,1,Getting Started with Junos Operating System(Coursera),5
21291,60,8,80,8,60,9,0,Computer Hardware and Operating Systems(EDX),7
16133,60,3,60,2,70,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
2312,60,3,90,1,60,8,1,Linux Operating System Fundamentals(Udemy),7
8039,80,5,70,2,60,6,0,Embedded and Real Time Operating Systems(Youtube),7
20341,60,3,0,0,70,7,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
9938,0,0,70,1,40,3,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
4738,0,0,70,2,60,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),5
7419,70,8,80,3,30,5,0,Getting Started with Junos Operating System(Coursera),7
379,70,5,80,7,30,6,0,Introduction to Operating Systems(Swayam),6
19131,60,8,70,3,80,7,0,Hello (Real) World with ROS – Robot Operating System(EDX),8
9727,10,3,70,8,60,4,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
15529,0,0,70,4,60,7,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
2747,0,0,70,4,60,1,0,Linux Operating System Fundamentals(Udemy),7
4616,0,0,0,0,50,7,1,Computer Hardware and Operating Systems(EDX),7
17922,70,5,70,7,40,1,1,Operating Systems and You: Becoming a Power User(Coursera),7
1250,80,8,60,7,0,1,1,Embedded Hardware and Operating Systems(Coursera),3
